embarque;ID;dt_saida;uf_remet;uf_dest;cliente;rota;km;qtd_eixos;frete_sem_icms;icms;frete_com_icms
006784;ARJ6784;2026-03-12;RJ;MG;Cliente A;RJ x MG;413;7;3311.6;231.81;3543.41
006785;ASC6785;2025-09-04;SC;SP;Cliente A;SC x SP;717;9;5584.61;670.15;6254.76
006786;DRJ6786;2025-11-25;RJ;MG;Cliente D;RJ x MG;443;6;3520.58;0.0;3520.58
006787;BRJ6787;2025-09-17;RJ;MG;Cliente B;RJ x MG;426;6;3324.63;398.96;3723.59
006788;EGO6788;2025-11-14;GO;SP;Cliente E;GO x SP;941;7;8924.58;0.0;8924.58
006789;AMS6789;2026-01-28;MS;MG;Cliente A;MS x MG;1035;9;7979.69;0.0;7979.69
006790;APR6790;2025-11-28;PR;PE;Cliente A;PR x PE;2666;7;23296.07;0.0;23296.07
006791;ASC6791;2026-01-23;SC;SP;Cliente A;SC x SP;715;5;5449.8;381.49;5831.29
006792;AMS6792;2025-12-10;MS;MG;Cliente A;MS x MG;1029;9;10438.87;1252.66;11691.53
006793;AMG6793;2026-01-25;MG;RS;Cliente A;MG x RS;1692;5;12771.0;0.0;12771.0
006794;CMG6794;2025-12-27;MG;RS;Cliente C;MG x RS;1685;9;15644.03;1877.28;17521.31
006795;EMS6795;2025-08-22;MS;MG;Cliente E;MS x MG;1017;9;9350.8;1122.1;10472.9
006796;APR6796;2025-10-10;PR;PE;Cliente A;PR x PE;2659;7;20730.3;1451.12;22181.42
006797;CPR6797;2025-11-03;PR;PE;Cliente C;PR x PE;2662;9;28328.1;1982.97;30311.07
006798;BPR6798;2025-10-27;PR;PE;Cliente B;PR x PE;2671;5;21116.15;0.0;21116.15
006799;CPR6799;2026-02-09;PR;PE;Cliente C;PR x PE;2673;9;29500.22;0.0;29500.22
006800;ASC6800;2025-09-23;SC;SP;Cliente A;SC x SP;721;6;6134.34;736.12;6870.46
006801;ESP6801;2025-11-27;SP;BA;Cliente E;SP x BA;1413;6;10965.42;767.58;11733.0
006802;ARJ6802;2025-09-07;RJ;MG;Cliente A;RJ x MG;434;7;3721.23;446.55;4167.78
006803;ASP6803;2025-08-25;SP;CE;Cliente A;SP x CE;2813;5;20751.7;0.0;20751.7
006804;BMG6804;2025-10-08;MG;RS;Cliente B;MG x RS;1703;7;15760.05;1891.21;17651.26
006805;BGO6805;2025-12-12;GO;SP;Cliente B;GO x SP;942;6;7212.77;0.0;7212.77
006806;ASP6806;2026-01-20;SP;CE;Cliente A;SP x CE;2815;5;14255.66;997.9;15253.56
006807;DSC6807;2026-02-02;SC;SP;Cliente D;SC x SP;697;6;5273.2;369.12;5642.32
006808;CSP6808;2026-01-01;SP;BA;Cliente C;SP x BA;1413;6;11536.11;0.0;11536.11
006809;ASP6809;2025-11-05;SP;BA;Cliente A;SP x BA;1464;6;12599.3;0.0;12599.3
006810;ASP6810;2025-10-04;SP;BA;Cliente A;SP x BA;1454;6;9020.23;1082.43;10102.66
006811;ARJ6811;2025-10-05;RJ;MG;Cliente A;RJ x MG;448;7;2755.26;0.0;2755.26
006812;ARJ6812;2025-10-06;RJ;MG;Cliente A;RJ x MG;425;5;2893.66;347.24;3240.9
006813;ARJ6813;2025-08-28;RJ;MG;Cliente A;RJ x MG;415;9;3299.29;230.95;3530.24
006814;BMG6814;2025-08-19;MG;RS;Cliente B;MG x RS;1688;5;10992.9;0.0;10992.9
006815;ESC6815;2025-09-08;SC;SP;Cliente E;SC x SP;676;9;6971.14;487.98;7459.12
006816;DRJ6816;2026-01-27;RJ;MG;Cliente D;RJ x MG;421;6;3218.16;225.27;3443.43
006817;BSC6817;2025-11-12;SC;SP;Cliente B;SC x SP;705;9;7556.62;0.0;7556.62
006818;AGO6818;2026-01-24;GO;SP;Cliente A;GO x SP;896;9;8914.65;0.0;8914.65
006819;ASP6819;2025-11-11;SP;CE;Cliente A;SP x CE;2823;7;20254.14;0.0;20254.14
006820;ASP6820;2026-02-11;SP;CE;Cliente A;SP x CE;2785;9;28689.84;2008.29;30698.13
006821;AGO6821;2026-03-18;GO;SP;Cliente A;GO x SP;915;9;7181.17;861.74;8042.91
006822;EGO6822;2025-09-19;GO;SP;Cliente E;GO x SP;904;5;5825.09;0.0;5825.09
006823;ASC6823;2026-02-19;SC;SP;Cliente A;SC x SP;699;5;4805.13;0.0;4805.13
006824;BMS6824;2025-08-15;MS;MG;Cliente B;MS x MG;1001;7;8403.17;0.0;8403.17
006825;ASP6825;2026-03-29;SP;BA;Cliente A;SP x BA;1423;9;15343.91;1074.07;16417.98
006826;AMS6826;2025-12-04;MS;MG;Cliente A;MS x MG;1046;6;8245.29;0.0;8245.29
006827;AGO6827;2025-08-04;GO;SP;Cliente A;GO x SP;940;6;5250.45;367.53;5617.98
006828;BPR6828;2026-02-26;PR;PE;Cliente B;PR x PE;2673;5;20452.84;1431.7;21884.54
006829;AGO6829;2026-02-24;GO;SP;Cliente A;GO x SP;923;7;8431.76;590.22;9021.98
006830;DPR6830;2026-02-12;PR;PE;Cliente D;PR x PE;2640;6;18914.09;1323.99;20238.08
006831;AMG6831;2025-09-13;MG;RS;Cliente A;MG x RS;1691;9;17080.78;1195.65;18276.43
006832;ASP6832;2026-02-16;SP;BA;Cliente A;SP x BA;1460;9;11813.63;826.95;12640.58
006833;ASP6833;2025-11-15;SP;BA;Cliente A;SP x BA;1455;7;13437.86;940.65;14378.51
006834;APR6834;2025-12-12;PR;PE;Cliente A;PR x PE;2660;7;21845.57;1529.19;23374.76
006835;CPR6835;2026-01-04;PR;PE;Cliente C;PR x PE;2665;9;29166.78;0.0;29166.78
006836;ASP6836;2025-12-21;SP;CE;Cliente A;SP x CE;2806;5;14337.31;0.0;14337.31
006837;ASP6837;2025-11-27;SP;CE;Cliente A;SP x CE;2835;6;23247.32;1627.31;24874.63
006838;APR6838;2025-12-06;PR;PE;Cliente A;PR x PE;2663;9;20836.46;2500.38;23336.84
006839;AGO6839;2025-10-25;GO;SP;Cliente A;GO x SP;923;7;8691.57;608.41;9299.98
006840;EMS6840;2025-09-10;MS;MG;Cliente E;MS x MG;1058;6;8900.97;623.07;9524.04
006841;AGO6841;2025-12-30;GO;SP;Cliente A;GO x SP;942;9;9246.22;0.0;9246.22
006842;AGO6842;2025-10-23;GO;SP;Cliente A;GO x SP;945;5;4931.92;345.23;5277.15
006843;AGO6843;2025-12-28;GO;SP;Cliente A;GO x SP;900;9;9735.56;1168.27;10903.83
006844;ARJ6844;2025-11-26;RJ;MG;Cliente A;RJ x MG;427;6;3481.77;0.0;3481.77
006845;ASP6845;2026-01-25;SP;CE;Cliente A;SP x CE;2788;5;19050.18;2286.02;21336.2
006846;BRJ6846;2025-09-26;RJ;MG;Cliente B;RJ x MG;414;7;3895.68;0.0;3895.68
006847;CPR6847;2025-08-23;PR;PE;Cliente C;PR x PE;2656;6;20669.62;0.0;20669.62
006848;ASC6848;2025-10-11;SC;SP;Cliente A;SC x SP;728;9;5471.53;0.0;5471.53
006849;ASP6849;2026-03-17;SP;CE;Cliente A;SP x CE;2807;6;24376.83;0.0;24376.83
006850;ARJ6850;2025-11-29;RJ;MG;Cliente A;RJ x MG;406;5;2912.62;349.51;3262.13
006851;BSP6851;2025-10-01;SP;BA;Cliente B;SP x BA;1438;9;13088.06;0.0;13088.06
006852;DRJ6852;2025-09-03;RJ;MG;Cliente D;RJ x MG;464;6;3569.23;249.85;3819.08
006853;ASC6853;2025-09-11;SC;SP;Cliente A;SC x SP;717;7;6709.08;0.0;6709.08
006854;ASC6854;2026-03-12;SC;SP;Cliente A;SC x SP;704;6;5209.32;0.0;5209.32
006855;CSC6855;2026-03-09;SC;SP;Cliente C;SC x SP;720;5;5300.38;636.05;5936.43
006856;BMS6856;2026-02-09;MS;MG;Cliente B;MS x MG;1017;9;9659.77;0.0;9659.77
006857;BGO6857;2026-01-06;GO;SP;Cliente B;GO x SP;946;5;7329.88;0.0;7329.88
006858;ASP6858;2025-08-29;SP;CE;Cliente A;SP x CE;2836;5;15393.23;1847.19;17240.42
006859;ASP6859;2025-09-05;SP;BA;Cliente A;SP x BA;1445;6;10823.33;1298.8;12122.13
006860;EGO6860;2025-10-22;GO;SP;Cliente E;GO x SP;944;6;7252.47;870.3;8122.77
006861;AMS6861;2025-10-28;MS;MG;Cliente A;MS x MG;1003;7;8723.78;0.0;8723.78
006862;BMG6862;2026-02-21;MG;RS;Cliente B;MG x RS;1710;7;15416.71;0.0;15416.71
006863;AGO6863;2025-08-23;GO;SP;Cliente A;GO x SP;953;9;7733.48;541.34;8274.82
006864;APR6864;2026-01-26;PR;PE;Cliente A;PR x PE;2637;5;13553.4;948.74;14502.14
006865;ARJ6865;2025-11-30;RJ;MG;Cliente A;RJ x MG;447;6;2675.03;0.0;2675.03
006866;AGO6866;2026-03-12;GO;SP;Cliente A;GO x SP;900;5;6910.47;0.0;6910.47
006867;ARJ6867;2026-01-15;RJ;MG;Cliente A;RJ x MG;441;7;3692.79;0.0;3692.79
006868;DSC6868;2025-12-24;SC;SP;Cliente D;SC x SP;704;7;5641.94;0.0;5641.94
006869;AMG6869;2025-11-04;MG;RS;Cliente A;MG x RS;1696;9;17910.98;2149.32;20060.3
006870;ASC6870;2026-01-30;SC;SP;Cliente A;SC x SP;685;6;5065.64;354.59;5420.23
006871;AGO6871;2025-10-21;GO;SP;Cliente A;GO x SP;903;5;6390.85;447.36;6838.21
006872;CMS6872;2025-10-28;MS;MG;Cliente C;MS x MG;1041;7;8373.49;586.14;8959.63
006873;BMG6873;2025-11-12;MG;RS;Cliente B;MG x RS;1689;5;13216.22;0.0;13216.22
006874;BSP6874;2026-02-06;SP;CE;Cliente B;SP x CE;2789;5;20186.43;0.0;20186.43
006875;DMG6875;2026-03-30;MG;RS;Cliente D;MG x RS;1712;7;15690.82;0.0;15690.82
006876;DPR6876;2025-10-26;PR;PE;Cliente D;PR x PE;2671;9;27750.19;0.0;27750.19
006877;APR6877;2025-10-18;PR;PE;Cliente A;PR x PE;2663;5;14825.01;1779.0;16604.01
006878;ASP6878;2025-12-28;SP;CE;Cliente A;SP x CE;2783;6;23393.66;0.0;23393.66
006879;AMS6879;2026-01-21;MS;MG;Cliente A;MS x MG;1004;9;9147.12;0.0;9147.12
006880;ASC6880;2026-03-21;SC;SP;Cliente A;SC x SP;695;5;4872.84;0.0;4872.84
006881;ASP6881;2025-08-04;SP;CE;Cliente A;SP x CE;2804;7;18108.24;0.0;18108.24
006882;CSP6882;2026-02-06;SP;BA;Cliente C;SP x BA;1423;9;15701.76;0.0;15701.76
006883;APR6883;2026-02-03;PR;PE;Cliente A;PR x PE;2671;9;24630.84;0.0;24630.84
006884;APR6884;2025-11-30;PR;PE;Cliente A;PR x PE;2633;7;23017.18;2762.06;25779.24
006885;AMS6885;2025-11-15;MS;MG;Cliente A;MS x MG;1025;7;6745.48;0.0;6745.48
006886;AGO6886;2025-10-14;GO;SP;Cliente A;GO x SP;907;9;8176.37;0.0;8176.37
006887;CMG6887;2025-09-27;MG;RS;Cliente C;MG x RS;1713;9;15386.23;1846.35;17232.58
006888;ASC6888;2025-11-15;SC;SP;Cliente A;SC x SP;682;7;4824.84;0.0;4824.84
006889;ASP6889;2025-12-05;SP;BA;Cliente A;SP x BA;1458;7;11508.64;0.0;11508.64
006890;CSC6890;2026-03-11;SC;SP;Cliente C;SC x SP;711;9;6735.35;0.0;6735.35
006891;DSP6891;2026-03-05;SP;BA;Cliente D;SP x BA;1433;5;9745.54;0.0;9745.54
006892;ASP6892;2025-10-31;SP;CE;Cliente A;SP x CE;2809;6;16323.32;1958.8;18282.12
006893;AMG6893;2025-12-10;MG;RS;Cliente A;MG x RS;1700;5;9480.3;0.0;9480.3
006894;CPR6894;2026-03-12;PR;PE;Cliente C;PR x PE;2654;7;22174.14;0.0;22174.14
006895;AMG6895;2025-08-25;MG;RS;Cliente A;MG x RS;1725;7;14525.39;1016.78;15542.17
006896;BMG6896;2025-11-14;MG;RS;Cliente B;MG x RS;1705;9;16450.12;0.0;16450.12
006897;AGO6897;2026-03-01;GO;SP;Cliente A;GO x SP;905;6;5831.16;0.0;5831.16
006898;BSP6898;2026-03-23;SP;BA;Cliente B;SP x BA;1436;9;13049.44;0.0;13049.44
006899;ASC6899;2026-01-24;SC;SP;Cliente A;SC x SP;697;7;4861.51;0.0;4861.51
006900;CSP6900;2025-08-08;SP;CE;Cliente C;SP x CE;2791;7;25529.98;1787.1;27317.08
